neuron_id,explanation,correlation_score,tag_list
35_778,"This neuron primarily identifies English words or segments containing the morpheme ""in"", which is typically located in the middle portion of other words.",0.203592693,[]
35_7960,"The passage alludes to Zhuangzi's philosophical inquiry into the nature of reality and illusion, posing the question: ""How do we know that joy is not sorrow?"" (《庄子·齐物论》), a paradoxical reflection on the fluidity of human perception. ",0.577059019,[]
35_8003,Korean characters and text.,0.480470075,[]
35_822,"Encoding errors or unrecognized characters (typically represented by the '�' symbol), particularly in the context of issues involving Chinese or Unicode text processing.",0.309141039,[]
35_8292,"Detect the forward slash character (""/""), especially when found in file paths, URLs, or directory structures. This neuron exhibits the highest activation when encountering a slash followed by a number or another slash as part of a technical path syntax.",0.510910508,[]
35_8304,"Detect common prefixes or short grammatical particles in non-English languages that function as components of compound words or grammatical structures. These include independent characters or 1-3 token sequences such as the Arabic definite article ""al-"", Japanese particles like ""o"", Nordic prefixes (e.g., Swedish ""v-"", Norwegian ""ep-""), Chinese components (e.g., ""像/从事""), and Latin prefixes (e.g., ""d-"", ""st-""). These language-specific elements lack independent meaning but play critical modifying or connecting roles within morphological structures.",0.208462132,[]
35_8604,"Names from different languages, especially focusing on those in Asian regions.",0.279822088,[]
35_8614,"This neuron responds to elements of international language, particularly proper nouns, transliterated names, and foreign characters. It exhibits activation in reaction to transliterated names in different writing systems (e.g., foreign names represented with Chinese characters), pronunciation guides, diacritical marks, and special linguistic symbols. Its response is especially prominent in contexts where multiple language systems are combined.",0.320170625,[]
35_8659,"This neuron is sensitive to Chinese proper nouns and technical terms, particularly surnames (e.g., Li, Tang, Zhu, Wu, Ye), institutional names (e.g., Peking University), and encoding symbols (e.g., �). It strongly activates for rare characters in surname contexts (e.g., ""Zhu"" with activation value 10), malformed glyphs, components of institutional names (e.g., ""Xin"" in ""Xinjié""), and numbered list markers (e.g., ""、1"" in bullet points).",0.274376065,[]
35_9144,"Frequently used vocabulary and phrases, especially those associated with charm and elegance (such as ""dashing"" and ""elegant""), are commonly used to describe a person's appearance, demeanor, or personality traits.",0.201177769,[]
35_9349,"Non-Latin script characters and punctuation, especially those appearing in structured formats (such as code, JSON) or multilingual text containing Arabic/Persian script elements.",0.464791066,[]
35_9366,"Indentation and formatting symbols trigger activation in structured text, particularly detecting HTML tags, code blocks, bullet points, and nested hierarchical elements within programming code and structured documents.",0.254680546,[]
35_9436,"Terms containing the character '访' (related to访问/访谈): 
1. 访问 (access/visit): 访问权限 (access rights), 访问量 (traffic/hit count)
2. 访谈 (interview): 访谈录 (interview transcript), 深度访谈 (in-depth interview)
3. 采访 (interview)
4. 访问学者 (visiting scholar)
Covers: 
- Daily交流 (daily communication)
- 学术交流 (academic exchange) & 技术领域访问 (tech access behaviors)
- Formal dialogue/recorded访谈 scenarios (formal interview documentation)",0.340157641,[]
35_9722,"This neuron activates in texts related to bias, discrimination, or distorted information, showing high activation (6-10) for the Chinese character ""歪"" (implying skewed, distorted, or biased). It moderately activates for terms like ""偏见"" (prejudice/bias), ""邪"" (evil/heretical), and contexts involving misinformation, factual distortion, or propagandistic bias. Its function is to identify manipulative information, biased perspectives, or ideologically skewed materials.",0.206333742,[]
35_9727,"Anatomy-related terminology, particularly focusing on internal organs and body parts, with a strong emphasis on terms associated with the abdomen/abdominal cavity, related body parts, disease conditions, or medical procedures.",0.419860272,[]
35_980,"Detect components of Chinese geographic proper nouns, focusing on administrative division names (e.g., towns, villages, counties, development zones) and location identifiers. Key elements in hierarchical address patterns include: 1) Administrative markers (town, village, county, development zone) 2) Topographic components (surname-based prefixes like Yang, Zhu, Zhou and geographic terms like qiao [bridge], zhai [hamlet]) 3) Hierarchical address structures (numerically designated units like ""Group 2"" and nested sequences like town→village→group) 4) Spatial descriptors (directional terms like Bei [North], Xilu [West Road]) 5) Administrative codes (numeric-alphabetic combinations like Building 9 Unit 2). This neuron emphasizes transition points where administrative hierarchy shifts or numbered identifiers appear in geographic contexts.",0.421615651,[]
35_9905,"The Chinese verb ""揭"" (jiē), meaning ""to reveal"" or ""to expose,"" can be translated as ""reveal"" or ""expose"" in English, depending on context. For instance:
- ""揭示真相"" → ""reveal the truth""
- ""暴露问题"" → ""expose the issues""",0.30517198,[]
35_9973,"This neuron primarily detects puns involving homophones and homonyms, especially cases in Chinese where similarly pronounced characters are used for metaphorical expressions, slang, or covert sensitive content. It strongly reacts to phrases involving ""homophonic wordplay"" and related concepts (e.g., linguistic games, double entendres, metaphorical substitutions), particularly when employed to circumvent content filters.",0.319449398,[]
26_10002,"Social media platform names and their interface elements, such as platform names, user interface components (e.g., like buttons, comment boxes, message notifications, etc.)",0.441134093,[]
26_10057,"Detect copyright notices and license statements in open licenses, especially standard clauses in software licenses like Apache License 2.0. This neural network module strongly responds to specific phrases in license headers such as ""you may not use,"" ""You may obtain,"" ""Unless required,"" ""AS IS BASIS,"" and ""WITHOUT WARRANTIES."" These phrases primarily appear in sections defining user permissions for software usage and standardized disclaimer clauses.",0.332331625,[]
26_10073,"This neuron primarily detects personal pronouns and references related to individuals, such as “他” (he), “她” (she), “我” (I), and “你” (you), and activates these pronouns.",0.262921155,[]
26_10124,"Detect embedded numeric sequences, alphanumeric codes, or technical identifiers in text, including long numeric strings (e.g., 9194875), alphanumeric codes (e.g., 7b05), technical identifiers (e.g., Path1), hexadecimal-like sequences (e.g., 9b00b4c6), version numbers (e.g., 0x04cbcb236), database IDs (e.g., 300000000000000003), format markers (e.g., x-oss-process=image), URL/API encoded parameters, and structured data patterns in technical logs/queries. This neuron specifically targets machine-generated content, technical specifications, database entries, and encoded parameters rather than natural language expressions.",0.422780061,[]
26_10187,"The neuron primarily identifies information-related terms associated with personal identity, such as phone numbers, ID numbers, and addresses, which specifically identify individual identities.",0.334059545,[]
26_1019,Technical or professional texts mention named entities.,0.268304899,[]
26_10258,Nonsensical or random character sequences caused by encoding or tokenization issues.,0.329635941,[]
26_10266,"Deceptive language, especially terms related to fraud or scams, such as ""忽悠"" (deceive/coax), ""骗"" (cheat/fraud), ""欺骗"" (deception), and ""迷惑"" (bewilder/mislead).",0.388994686,[]
26_10322,"Detect avoidance/escape-related language patterns including: 1. Explicit avoidance verbs (Chinese: 避/避开/避免/规避; English: avoid/flee); 2. Situational avoidance markers (e.g., preparatory actions ""只剩1"", preventive measures ""心脏骤停10"", spatial signals ""消失6/重现10""); 3. Morphological features (Chinese character radical 辶, English suffix -oid, continuous tense forms avoiding/fleeing). This neuron specializes in identifying overt avoidance terminology and contextual evasion patterns in high-stakes scenarios involving danger, responsibility, or conflict resolution across Chinese/English texts.",0.271712909,[]
26_10326,"Negation-related words and phrases, especially those expressing denial or prohibition such as ""不 (not)"", ""无 (no)"", ""绝不 (never/by no means)"", and negative structures.  ",0.413368519,[]
26_10488,"Please provide the text you need translated. I will ensure accurate translation of temporal elements like:
- Specific years (e.g. ""2023"" → ""2023"")
- Dates (e.g. ""10月1日"" → ""October 1"")
- Time ranges (e.g. ""2020-2023"" → ""2020-2023"")
- Timestamps (e.g. ""15:30:45"" remains ""15:30:45"")
while maintaining conciseness and information integrity.",0.397950987,[]
26_10504,"Negation-related words or expressions, such as ""不作"" (not doing/non-action), ""不留"" (not leaving/not remaining), and ""不是"" (is not/are not), which directly negate actions, states of existence, or attributes.",0.309133557,[]
26_10516,This neuron primarily identifies phrases related to direction or location (such as directional descriptions and spatial relationship expressions) as well as spelling fragments associated with personal names (such as partial letters or the appearance of full names).,0.202857728,[]
26_10617,"This neuron is primarily used to identify specific patterns or sequences in URL-encoded or escaped characters, particularly focusing on sections involving percent signs (%) and alphanumeric combinations. It exhibits high sensitivity to encoded strings and special character sequences.",0.644102012,[]
26_10627,"Phrases or sequences involving numbers, such as specific numerical combinations (e.g., dates, IDs, statistical data) or expressions with numbers (e.g., ""three-step strategy,"" ""Chapter 5"").  ",0.48339906,[]
26_10633,"Detect phrases related to outcomes or conclusions, particularly in the context of proofs or demonstrations. This neuron responds to vocabulary indicating results, consequences, findings, or conclusions (e.g., ""results"") and expressions associated with ""prove,"" ""demonstrate,"" ""show,"" and their multilingual variants.",0.250793971,[]
26_10658,"Textual format elements, especially structured document elements like line numbers, chapter markers, and punctuation symbols should be preserved during translation. For example:
- Line numbers (e.g., ""Line 5:"") remain unchanged
- Chapter/section markers (e.g., ""Chapter 3"", ""Section 4.2"") keep numerical formatting
- Punctuation symbols (e.g., [], {}, →, →) are retained as-is
- Code syntax elements (e.g., #include, <header.h>, printf()) preserved
- Special formatting (e.g., **bold**, *italic*, `code blocks`) maintained
Translate content while keeping structural formatting intact, ensuring technical accuracy and readability in English.",0.2462355,[]
26_10670,"Chinese idioms and expressions of admirable character traits, such as honesty, bravery, humility and other traditional virtues.",0.259809033,[]
26_10681,"Detect programming code syntax elements and technical identifiers including: 
- Code variables/function calls (e.g., PU, FLAGS_BIT_MAPPING) 
- HTML/XML tags/attributes (e.g., <!DOCTYPE, lang=""en"") 
- Programming keywords/symbols (e.g., npm install, require(), {}, =, :) 
- Technical version numbers (e.g., 1.4, 7.1.1) 
- Code file paths (e.g., /root/python2/cnyswitch.py) 
- API/documentation markers (e.g., _EXPORT_METHOD_AS, Javadoc comments) 
- Special alphanumeric patterns (e.g., E0070E83+0000+3007, CID, AB39_0_0). 

This neuron focuses on structural elements in programming languages, configuration files, and technical documentation rather than natural language text.",0.448571941,[]
26_10737,"Detect phrases indicating something is visible or accessible to everyone, particularly responding strongly to structures like ""for all to see"" (letting everyone see). These phrases signify public visibility or shared access to information/objects.",0.215111194,[]
26_10742,"This neuron primarily identifies special markers and symbols, including quotation marks, square brackets, asterisks, and lines or symbolic combinations used for separation or emphasis. It also focuses on their contextual application, such as text within quotations, annotated content marked with these symbols, and similar scenarios.",0.337875354,[]
26_1076,"Detect bracket-based reference markers containing numbers or alphanumeric identifiers, commonly found in academic citations, Markdown links, code comments, etc. This neuron is sensitive to formats like '[1]', '.[3]', '][2', or '[ADVANCES2015]', which typically denote academic references, document tags, programming syntax (e.g., array indices), or hyperlink formats. It responds to standalone bracket markers as well as paired notations combined with punctuation (e.g., periods, semicolons), and operates across multilingual contexts.",0.481078986,[]
26_10794,"Sensitive or system-generated alphanumeric strings representing technical credentials or tracking parameters (e.g., API keys, passwords, UUIDs, encoded URL parameters). These sequences commonly appear in technical configurations (e.g., `transport_url` parameter settings), promotional links (e.g., `pllk.in/To_Old_driver`), security tokens, or unique identifiers in code/build files (e.g., `FB1BD0E713D35C8F00836033`). Neurons exhibit strong activation toward non-semantic character sequences mixing letters/numbers/symbols, which typically indicate technical authentication information or tracking parameters.",0.550995725,[]
26_10876,"Detect text containing alphanumeric codes, version numbers, or structured numeric identifiers (e.g., 'AD 1', 'book 1', '5 1', 'VI 1', '3 1 1 1 5 7'), including technical labels (e.g., ""configuration 2""), chemical formulas, document IDs, and hierarchical markings (e.g., 'film 1 of 5 the 3 same 2'). This neuron identifies structured data patterns formed by letter/number/symbol combinations in both Chinese and English contexts.",0.230082161,[]
26_10889,"Salary-related terms in both Chinese and English contexts:
薪资数额 - salary figure / compensation package
福利待遇 - benefits package / perks
职位详细信息 - job responsibilities / position details
五险一金 - social insurance and housing fund
绩效奖金 - performance bonuses
职位要求 - job requirements / qualifications
基本工资 - base salary
年终奖 - year-end bonus
带薪休假 - paid time off (PTO)
试用期薪资 - probationary period salary
职位晋升路径 - career advancement pathway",0.418953983,[]
26_10922,"Dates represented with numbers followed by date indicators such as ‘月’ (month), ‘日’ (day), ‘Apr’ (April), ‘February’ (February), etc.",0.275522707,[]
26_11038,"Detect character sequences resembling hashes, encrypted strings, or encoded data, particularly the alphanumeric patterns commonly found in Base64 encoding, hexadecimal strings, and cryptographic signatures.",0.66897702,[]
26_11115,"Refers to movement involving entering or traversing through a space, specifically pertaining to actions related to accessing physical locations or moving within them (e.g., ""entering"", ""access permission"", ""movement"").",0.415148465,[]
26_11129,Name.,0.448120436,[]
26_11181,"The term used to indicate cited information or sources, especially in Chinese-English contexts using phrases like ""according to"" or ""reports"". This neuron activates in scenarios involving news citations, official statements, or attribution of information sources, covering both direct quotations (e.g., ""as reported"") and indirect source references. It specifically detects linguistic markers signaling secondhand information or formal attribution claims, excluding the author's direct assertions.",0.417513984,[]
26_11311,"Terms related to excavation, mining, or subterranean activities, including literal digging (e.g., ""dig,"" ""dug,"" ""underground"") and specialized content (e.g., mining operations like ""mine,"" ""ore,"" or blockchain technology in Chinese contexts). This neuron also responds to morphemes in compound words involving excavation metaphors, such as the film title ""Digging Up the Marrow"" which implies subterranean exploration.",0.552413205,[]
26_11461,"Prefixes related to disconnection, discontinuity, or inconsistency (e.g., ""dis-"")",0.319790369,[]
26_1161,"Common metaphorical structures, especially phrases using comparative words like ""like"", ""is"", ""be"", and ""as"", such as ""boys will be boys"", ""call a spade a spade"", and ""X is still a Y"". This neuron is particularly sensitive to idiomatic expressions and proverbs that directly equate or analogize concepts, including comparisons between a thing and itself or another entity.",0.244872252,[]
26_1162,"Detect subword segments of proper nouns, especially brand names (e.g., ""Louis V uit ton""), hyphenated terms (e.g., ""New York-P res byterian""), and structured data identifiers (e.g., ""john_doe"" or ""D oe""). This neuron focuses on key characters/syllables within multi-part names, abbreviations, or split entities, spanning structured name components across domains like luxury brands, medical institutions, legal terminology, or JSON fields. It particularly excels at identifying splits in stylized/formal name structures caused by formatting symbols (hyphens/underscores) or non-standard segmentation in cross-lingual contexts.",0.216179279,[]
26_11644,"This neuron detects the Chinese adverb ""就"" (jiù) and its English contextual equivalents like ""just"", focusing on usage for immediacy (""right away""), limitation (""only""), or logical conclusion (""then""). Its activation patterns apply to both Chinese and English contexts, triggering in phrases indicating decisive action (""should just call the police""), restriction (""only""), or transitional logic (""then""). Examples include ""就该报警"" → ""should just call the police"" and ""Just a few months earlier"".",0.338888861,[]
26_11765,"The text contains numeric and date-related information, particularly dates and number sequences such as specific date formats or consecutive numeric combinations. For example: ""2024年3月15日"" (March 15, 2024), ""订单号：AB123456"" (Order No: AB123456), or ""连续数字：7890-12"" (Sequence: 7890-12). These elements require precise translation while retaining original formatting.",0.265703049,[]
26_11766,"Detect terms containing the prefix ""sub-"" (or Chinese characters ""子"" or ""次""), which denote subsystems, components, or hierarchical relationships within a system. This includes technical sub-components (e.g., subsystems, subprojects), structural hierarchies (e.g., subfolders, subcommunities), linguistic units (e.g., submenus, subchapters), programming concepts (e.g., subprocesses, subroutines), and the use of ""子"" or ""次"" in Chinese compound words. Focus particularly on relational usages in technical, organizational, or hierarchical contexts rather than standalone terms.",0.570697544,[]
26_11838,"When encountering Chinese surnames (e.g., Li, Hong, Jia, Dong, Yu), trigger translation.  ",0.279054129,[]
26_11865,Email address and contact information.,0.307982,[]
26_11936,,0.48931857,[]
26_11968,"Text representing numerical values combined with units or measurement standards (e.g., monetary amounts, distances, quantities, or technical specifications). This neuron strongly responds to number-unit combinations (e.g., ""3.5 millimeters,"" ""£100 million,"" ""73 kilometers"") and large numerical values in technical/statistical contexts. It is particularly sensitive to numerical patterns in financial figures, dimensions/quantities expressed with units like meters, dollars, or percentages, and standalone high-value numbers in technical contexts.",0.483896605,[]
26_12051,"This neuron is activated in structured contexts where numerical data points and sequences are represented in text form, particularly quantities, statistical figures, and identifiers (e.g., ""7 3 people"", ""1 7 articles"", ""5 0 0 0 ten-thousand yuan""). It detects numeric tokens (digits, units like 万/十万) and adjacent formatting symbols (�) appearing in lists, technical specifications, or reports requiring precise numeric representation. Specializes in identifying measurable numerical values embedded in administrative, academic, or statistical content.",0.457505742,[]
26_1206,"This neuron is primarily activated by the Chinese character ""并"" (bìng) and subsequent characters, especially in phrases expressing parallel concepts or concurrent events. It detects expressions of coexistence, combination, or parallel relationships. Activation is significantly stronger when ""并"" combines with characters like ""行"" (xíng, action), ""存"" (cún, existence), ""重"" (zhòng, emphasis), or ""肩"" (jiān, shoulder), as seen in terms such as ""并行"" (parallel), ""并存"" (coexist), ""并重"" (equally emphasize), and ""并肩"" (side by side). This specialization indicates the neuron specifically processes syntactic structures in Chinese that convey parallelism or correlative conjunctions linking concurrent actions, states, or concepts.",0.547575008,[]
26_12070,"This neuron primarily identifies numbers or symbols (such as parentheses, percent signs, quotation marks, etc.), as well as text content related to numerical information (e.g., dates, times, legal article numbers, etc.).",0.284525929,[]
26_12158,"Neurons primarily target words and expressions associated with the character ""邪"" (xie), particularly focusing on terms in contexts with negative connotations or involving religious superstitions, such as ""邪教"" (xie jiao, cult) and ""驱邪"" (qu xie, exorcism).",0.34323912,[]
26_12163,"Detects structured alphanumeric identifiers and contact pattern formats, including standard codes (e.g., ISSN, ISBN, DOI), URL components (e.g., ""www""), phone number formats, and numeric sequences in Asian text (e.g., regional identifiers ""一区""/""Region 1""). This neuron responds to technical document annotations, publication citations, and communication channels embedded within text.",0.455570024,[]
26_1218,"This neuron primarily activates when mentioning authors, creators, philosophers, or notable figures, especially in attributional contexts such as quotes, cited works, or references. Its activation significantly intensifies when names appear in structures like ""Author said/wrote"" or in citation formats (particularly when followed by the cited material or referenced works).",0.424147154,[]
26_12205,"Phrases containing ""立即"" or ""直接"", especially in temporal/action contexts (e.g., ""立刻执行"" → ""execute immediately"", ""直接处理"" → ""handle directly""), emphasizing immediacy, no intermediate steps, or direct connectivity.",0.300345423,[]
26_12218,"Detect expressions that denote definitions or identification, particularly statements describing or labeling something using ""is"". This neuron strongly activates when the subject is equated with a definition, identity, or role (e.g., ""is the best"", ""is famous""), or when essential attributes of something/someone are established through descriptive phrases.",0.277368079,[]
26_12256,"This neuron primarily responds to content revealing shocking or sensational information, focusing on exposing mysteries, scandals, and dramatic outcomes. It strongly reacts to phrases indicating the revelation of startling truths, including keywords like ""truth,"" ""exposed,"" ""astonishing,"" and ""result,"" as well as exclamation marks (!) that emphasize dramatic messaging. This neuron is specifically designed to detect sensational-toned content across multiple languages.",0.358326682,[]
26_12381,"Identify terms and phrases expressing commonality, unity, or shared experiences, particularly Chinese terms with ""同"" (e.g., 同根 ""sharing the same root"", 同类型 ""same type"", 同音 ""homophone"", 同位素 ""isotope"", 共同 ""common"") and ""共"" (e.g., 共存 ""coexist"", 共享 ""share"") that denote shared existence or characteristics. Focus on concepts of relational connections, parallelism, or shared features between entities.",0.526146314,[]
26_12415,"Date formats separated by numbers, spaces, or slashes (e.g., ""November 1 , 2 0 1 5"", ""December 6 , 1 9 8 9""), including numeric representations of years (e.g., ""2 0 1 4""), months (e.g., ""March 1""), and dates (e.g., ""1 6""), commonly used in administrative, legal, or event-related contexts. This neuron also responds to partial date fragments (e.g., ""9 . 4"") and localized formats (e.g., Chinese-style ""1 9 8 9 . 6 . 4"").",0.46695033,[]
26_125,"Syntax rules for JSON or XML, particularly quotation mark usage and attribute value conventions in structured data.",0.407570636,[]
26_12518,"Expressions of negation, impossibility, or necessity commonly found in contradictory, conditional logic, or emphatic refusal contexts. Includes:  
- **Negative markers**: ""impossible"", ""no"", ""don't"", ""别""  
- **Conditional/emphatic structures**: ""才怪"" (""could never happen""), ""otherwise how...""  
- **Logical contradictions**: e.g., ""No internal conflict would be strange""  
- **Code conditional syntax**: braces `{}` for logic branching  

Used to convey prohibitions (""You can't do X""), obligations (""must comply""), or programmatic conditionals.  ",0.261023338,[]
26_12547,"When Chinese sentences use ""把"" (bǎ) or similar structures, or English uses ""put"" or ""place,"" this neuron activates. It detects syntactic patterns where a subject moves, manipulates, or positions an object—particularly the Chinese ""把"" construction, which marks dispositional treatment. This marker introduces the object acted upon (e.g., the ""把...怎么样"" structure).",0.558776571,[]
26_12611,"The relationship between numbers and symbols, specifically related to amounts or numbers involved in coding.",0.317761208,[]
26_12629,"This neuron primarily responds to quantitative expressions related to finance and time, especially when phrases associated with spending money, time spending, investment amounts, and duration expressions (such as time span descriptions) are detected.",0.342577122,[]
26_12642,"Chinese phrases containing negation words or continuous action markers (e.g., ""不"" (not), ""未"" (un-), ""非"" (non-), ""不停"" (non-stop)), including:  
- Negation compound words (不解, 不起, 不服)  
- Continuous action indicators (不停, 不止 for ""non-stop"" or ""continuous"")  
- Infinite concepts (无限, 无穷 for ""infinite"" or ""endless"")  

This neuron unexpectedly responds to technical numerical patterns (e.g., ""3 1"", ""5 1""), showing secondary sensitivity to version numbers or code patterns. Its strongest activation comes from ""不停"" (non-stop), negation structures (e.g., 不解, 不起), and continuity indicators (e.g., 不断), functioning as a detector for negation, continuity, and sequentiality in Chinese expressions across general and technical contexts.",0.30584716,[]
26_12668,"The neuron primarily identifies words associated with negative emotions or chaotic states, such as ""terrible,"" ""chaotic,"" and ""shabby,"" which commonly appear in negative or disordered contexts.",0.308144291,[]
26_1268,"Handling syntax markers like parentheses (), square brackets [], special formatting characters, and preserving structure in code/JSON/Markdown. Ensure syntax elements remain intact while translating content. For example:  
""代码块用反引号包裹（如`print(""Hello"")`），JSON格式保持双引号（如{""name"":""value""}），Markdown标题用#符号。""  
→  
""Code blocks are enclosed in backticks (e.g., `print(\""Hello\"")`), JSON uses double quotes (e.g., {\""name\"":\""value\""}), and Markdown headers use # symbols.""  ",0.383597266,[]
26_12716,"This neuron primarily responds to religious or spiritual terminology, particularly related to Buddhism. Its highest activation words include ""佛"" (Buddha), ""佛教"" (Buddhism), ""佛法"" (Dharma), ""僧侣"" (monk), ""寺庙"" (temple), and ""禅"" (meditation/Zen), as well as Buddhist concepts like ""慈悲"" (compassion) and ""智慧"" (wisdom). It also reacts to Buddhist terms in various languages.",0.467209967,[]
26_12774,"Neuron 4 specifically identifies continuous Arabic numeral sequences with a length of ≥4 characters in text, designed to detect dense numeric clusters representing quantitative metrics. It applies to scenarios like financial amounts (e.g., ¥300 million), technical specifications (e.g., 3GHz), demographic data (e.g., million-level datasets), and event analysis (e.g., 29,270 views). The core function focuses on capturing precise measurement values by prioritizing continuous numeric patterns containing currency symbols, decimal points, or percentage signs, while excluding simple numerical counts.",0.313594215,[]
26_12792,"This neuron primarily responds to words describing clothing and colors, with a particular focus on descriptions involving black and silver. It exhibits a strong activation to vocabulary related to clothing colors and details, such as ""black clothing,"" ""white,"" ""silver,"" and similar terms.",0.418891049,[]
26_12843,"The neuron primarily detects year and date components in financial and statistical reports, especially those formatted as '20XX年' or '20XX-XX-XX'. It strongly responds to four-digit years, month identifiers, and date elements in business reports, financial statements, and analytical documents, indicating specialization in identifying temporal references within structured data reporting scenarios.",0.451822758,[]
26_12852,"Identify phrases related to shared interests or values, particularly the Chinese idiom ""志同道合"" (zhì tóng dào hé), meaning ""sharing the same aspirations and ideals"" or ""having congruent goals and principles.""",0.440814887,[]
26_12948,Timestamps and random numeric values in log data.,0.365235066,[]
26_12963,"Detect words/phrases describing loud, sudden, or forceful sounds (e.g., Chinese: ""响"" (loud), ""炸"" (explode), ""掌声"" (applause), ""嗡响"" (hum), ""叮当"" (jingle); English: ""laugh out loud"", ""jaw drop""). Covers auditory action verbs, onomatopoeic metaphors (e.g., ""打得响亮"" (hit hard), ""炸开了锅"" (boil over)), and intensity markers indicating power/suddenness (e.g., ""击"" (strike), ""颤抖"" (tremble), ""一声"" (a single)). This neuron focuses on text dynamically depicting sound effects through literal (slaps, explosions) or metaphorical expressions (viral ""explosive""传播, emotional resonance), emphasizing phrases that heighten narrative tension or visual imagery through strong acoustic impact.",0.314636678,[]
26_12992,"This neuron specializes in identifying structured technical elements found in technical documentation, programming, or data systems. These include code syntax (e.g., backticks, quotes), filesystem references (filenames, extensions, path components), medical terminology (e.g., asystole, vertigo), and standardized alphanumeric patterns (GUID strings, version numbers, structured IDs). It focuses on structural features of technical identifiers and cross-domain data patterns.",0.200268883,[]
26_13015,"AI Assistant
Natural Language Processing
Deep Learning
Machine Learning
Computer Vision
Big Data
Algorithm
Neural Network
Data Mining
Robotics
Humanoid Robot
Quantum Computing
Virtual Reality
Augmented Reality
Internet of Things (IoT)
Blockchain
Cybersecurity
Cloud Computing
Smart City
Autonomous Driving",0.523909418,[]
26_13210,"Primarily detect special characters and formatting elements in the text, such as carets (^), tildes (~), ASCII art patterns, decorative punctuation, and repeated characters used for separation or emphasis (e.g., ^^^^^, ~~~~~, --------, etc.).",0.41302351,[]
26_13264,"The Chinese surname ""Liu"" (Liu) often appears with numerical markers indicating different word segmentation segments or positions in various contexts.",0.437837513,[]
26_13290,"Primarily activate usernames or screen names in online environments, with a particular focus on identifying unusual or unique usernames/handles in discussion forums, comment sections, and social media platforms.",0.451335354,[]
26_13298,"Detect motion-related terms associated with flow, floating, or drifting, including Chinese characters like ""漂"" (float/drift), ""飘"" (drift/sway), ""浮"" (rise/floating), and English equivalents such as ""flowing"" (flow) and ""processing"" (process/flow).",0.391131985,[]
26_13352,"Terms related to consumer expenditure and economic activity, including vocabulary for measuring or describing individual consumption behaviors and the level of macroeconomic activities (such as consumer expenditure, retail sales, components of GDP, etc.).",0.388026584,[]
26_13357,"Detect instances of numeral-classifier phrases in Chinese using '一' (yī), specifically the quantitative structures formed by '一' combined with classifiers (e.g., ""一把"", ""一颗"", ""一朵""). This includes both basic combinations and their metaphorical uses (e.g., ""两把刷子"" meaning ""true skills""). It also covers verbs in quantifying contexts (e.g., ""捧"" denoting ""to hold with both hands""). The neuron specifically identifies ""一 + classifier"" grammatical structures (e.g., ""一本书""), responding only to numeral-classifier combinations while ignoring standalone numerals or classifiers.",0.326141727,[]
26_13377,"Specific Chinese characters commonly found in Chinese names, especially those frequently used in surnames or given names.",0.425782562,[]
26_1339,"Indicates days of the week, particularly those appearing in date strings (e.g., ""周一"", ""Tuesday""), with special focus on combined date-weekday formats (e.g., ""2023-10-09 周一"" → ""Monday, October 9, 2023""). Ensures accurate translation of weekday terms while preserving date components (year/month/day) in standard English date structures.",0.559704803,[]
26_13443,"This neuron responds to adverbial modifiers indicating mild degrees or moderate qualifications. In Chinese text, it shows a strong response to words like ""稍"" (slightly/somewhat) and ""略"" (slightly), while exhibiting weaker activation for English phrases of similar meaning such as ""slightly different"" or ""somewhat formal"". Its core function is to identify expressions conveying subtle or moderate qualification within modifying terms.",0.393230432,[]
26_13461,"Detect closing syntax elements in structured data formats and code, such as HTML/JSON closing tags (`</html>`, `</div>`), code block terminators (`}`), and array/object closure symbols (`]}`). This neuron activates in response to structural endpoints defining programming/markup language hierarchies (HTML tags, JSON brackets, code braces) as well as trailing elements in URL parameters.",0.455805452,[]
26_1354,"This neuron primarily focuses on terms related to 'meat' and food-related nouns (e.g., 'eggs', 'milk', 'roujiamo'), exhibiting high sensitivity to textual content involving food or biological entities. It particularly emphasizes identification of meat-related vocabulary and contextual references to food scenarios.",0.444989401,[]
26_13544,"Text detection of numerical and quantitative expressions, including numeric values in both digit and word forms. Specifically covers: cardinal numbers (e.g., ""five 5""), multi-digit combinations (e.g., ""5 6""), numeric ranges (e.g., ""10-year""), quantifier phrases (e.g., ""at least 2""), and Chinese numeric symbol patterns (e.g., ""六 1"" for ""six 1""). This neuron exhibits stronger activation (4-10 points) for explicit numerical quantities (e.g., specific numbers) and weaker activation (1-3 points) for ordinal identifiers (e.g., ""th"") or prepositional prefixes (e.g., ""over""). The pattern applies to both Chinese and English queries, with Chinese potentially involving adjacent numeric symbols in compound words.",0.51978118,[]
26_13553,"Structured numeric or alphanumeric codes in legal or technical documents (e.g., case numbers like 'S.W.2d', date formats like '1 9 5 1', URL identifiers such as 'github 5', or code snippets with version numbers). This neuron responds to sequences of numbers in formal citations, technical parameters, or structured identifiers across languages and document types.",0.232381217,[]
26_13554,"Information involving numbers or identifiers, such as dates, serial numbers, or codes.",0.442917054,[]
26_13586,"This neuron primarily responds to HTML/XML tags and programming-related syntax elements, particularly opening tags in structured documents, code brackets, and specific markup symbols.",0.366966243,[]
